URL,Institution,Department,Website_Type,STEM,Time_to_Scrape,Text Chunk,Flesch Reading Ease,Flesch-Kincaid Grade Level,Difficult Words,Total Number of Sentences,Total Number of Words,VADER Sentiment Score,TextBlob Sentiment Score
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Your future starts here!,92.8,1.3,1,1,4,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,"One of the leading schools of computing in the nation, ICS offers a broad range of undergraduate, graduate research, and graduate professional programs in Computer Science, Informatics, and Statistics with an emphasis on foundations, discovery, and experiential learning.",-0.94,22.8,18,1,38,0.0,0.08750000000000001
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Apply Now,77.91,2.9,1,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Welcome to ICS,93.81,0.9,0,1,3,0.4588,0.8
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Paying for School,93.81,0.9,1,1,3,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Student success starts here!,75.88,3.7,2,1,4,0.6114,0.375
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Undergraduate and graduate students enjoy limitless academic and extracurricular opportunities as part of the ICS community.,-12.45,19.0,8,1,16,0.7003,0.2
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Build Your Student Experience,33.58,9.6,2,1,4,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Pushing the boundaries of computing.,49.48,7.6,3,1,5,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,"Driven by curiosity and committed to positive change, our diverse community of faculty and students are pioneering computing technologies that are transforming our world.",13.28,17.4,11,1,24,0.6908,0.22727272727272727
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Explore Our Research,59.97,5.6,2,1,3,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Innovate. Collaborate. Stimulate.,-75.4,24.5,3,1,3,0.6249,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Get involved with the vibrant ICS community.  Check out our news and participate in our events.,71.82,5.2,4,2,16,0.5267,0.16666666666666666
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,See What's Happening,59.97,5.6,1,1,3,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Seminar Series,-6.7,14.7,2,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,"Connecting with industry, engaging the community.",-10.76,16.3,4,1,6,0.34,0.4
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,"From sponsoring capstone projects and becoming a corporate partner to supporting student scholarships and recruiting ICS students and alumni, your partnering opportunities are endless in ICS.",19.71,17.0,12,1,26,0.6705,0.14375
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Get Involved,77.91,2.9,1,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Undergraduate Academic Advising,-109.24,29.2,3,1,3,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Contact an Advisor,34.59,9.2,2,1,3,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Quick Links,120.21,-3.1,0,1,2,0.0,0.3333333333333333
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Current Students,35.61,8.8,2,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Newly Admitted,-6.7,14.7,2,1,2,0.1027,0.13636363636363635
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Academic Plans,35.61,8.8,1,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Course Enrollment,35.61,8.8,1,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Apply to Graduate,34.59,9.2,2,1,3,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,ICS Clubs,120.21,-3.1,0,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,ICS Credit by Exam,75.88,3.7,2,1,4,0.3818,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,ICS 192 Internship Course,75.88,3.7,1,1,4,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Study Abroad,120.21,-3.1,0,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Join us at ICS,118.18,-2.3,0,1,4,0.296,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Prospective Students,35.61,8.8,2,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Change of Major,93.81,0.9,0,1,3,0.0,0.0625
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,ICS Minors,77.91,2.9,1,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Double Major,35.61,8.8,0,1,2,0.0,0.03125
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Contact,36.62,8.4,1,1,1,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,"Undergraduate Student Affairs OfficeICS 1 Building, Suite 352 (3rd floor)(949) 824-5156ucounsel@uci.edu",9.55,14.7,5,1,11,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,"6210 Donald Bren HallIrvine, CA 92697-3425",90.77,2.1,2,1,6,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,(949) 824-7427,120.21,-3.1,0,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Footer Navigation,-49.0,20.6,2,1,2,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,© 2025 All Rights Reserved. UCI Donald Bren School of Information & Computer Sciences,56.93,6.8,5,2,12,0.0,0.0
https://ics.uci.edu/academics/undergraduate-academic-advising/,UC Irvine,Computer Science,Advising,Y,5:55,Accessibility Tools,-91.3,26.5,1,1,2,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Your future starts here!,92.8,1.3,1,1,4,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,"One of the leading schools of computing in the nation, ICS offers a broad range of undergraduate, graduate research, and graduate professional programs in Computer Science, Informatics, and Statistics with an emphasis on foundations, discovery, and experiential learning.",-0.94,22.8,18,1,38,0.0,0.08750000000000001
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Apply Now,77.91,2.9,1,1,2,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Welcome to ICS,93.81,0.9,0,1,3,0.4588,0.8
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Paying for School,93.81,0.9,1,1,3,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Student success starts here!,75.88,3.7,2,1,4,0.6114,0.375
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Undergraduate and graduate students enjoy limitless academic and extracurricular opportunities as part of the ICS community.,-12.45,19.0,8,1,16,0.7003,0.2
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Build Your Student Experience,33.58,9.6,2,1,4,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Pushing the boundaries of computing.,49.48,7.6,3,1,5,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,"Driven by curiosity and committed to positive change, our diverse community of faculty and students are pioneering computing technologies that are transforming our world.",13.28,17.4,11,1,24,0.6908,0.22727272727272727
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Explore Our Research,59.97,5.6,2,1,3,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Innovate. Collaborate. Stimulate.,-75.4,24.5,3,1,3,0.6249,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Get involved with the vibrant ICS community.  Check out our news and participate in our events.,71.82,5.2,4,2,16,0.5267,0.16666666666666666
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,See What's Happening,59.97,5.6,1,1,3,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Seminar Series,-6.7,14.7,2,1,2,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,"Connecting with industry, engaging the community.",-10.76,16.3,4,1,6,0.34,0.4
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,"From sponsoring capstone projects and becoming a corporate partner to supporting student scholarships and recruiting ICS students and alumni, your partnering opportunities are endless in ICS.",19.71,17.0,12,1,26,0.6705,0.14375
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Get Involved,77.91,2.9,1,1,2,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Undergraduate Research,-91.3,26.5,2,1,2,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,"In ICS, you don’t have to wait until graduate school to get involved in research. You can start today! Your work could help change the world, while also helping you prepare for more advanced research in graduate school. As an ICS undergraduate, you have the opportunity to work on research projects with world-class ICS faculty and graduate students, researchers across UCI, or researchers at off-campus laboratories, industry partners, or other universities.",53.41,10.2,15,4,71,0.8513,0.25833333333333336
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,TheUndergraduate Research Opportunities Program (UROP)at UCI encourages and facilitates research and creative activities for undergraduates from across campus as an integral component of their education.,-13.13,21.3,13,1,25,0.8126,0.5
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,TheICS Honors Programgives ICS undergraduates the opportunity to join ICS faculty in research and have their work recognized through presentations at professional meetings or research publications.,2.79,19.3,12,1,26,0.8074,0.1
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,7 Steps to finding research at UCI,89.75,2.5,2,1,7,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,"6210 Donald Bren HallIrvine, CA 92697-3425",90.77,2.1,2,1,6,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,(949) 824-7427,120.21,-3.1,0,1,2,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Footer Navigation,-49.0,20.6,2,1,2,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,© 2025 All Rights Reserved. UCI Donald Bren School of Information & Computer Sciences,56.93,6.8,5,2,12,0.0,0.0
https://ics.uci.edu/student-experience/undergraduate-research/,UC Irvine,Computer Science,Undergraduate Research,Y,5:55,Accessibility Tools,-91.3,26.5,1,1,2,0.0,0.0
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,Jump to navigation,34.59,9.2,1,1,3,0.0,0.0
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,Search form,120.21,-3.1,0,1,2,0.0,0.0
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,Undergraduate,-217.19,43.8,1,1,1,0.0,0.0
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,You are here,119.19,-2.7,0,1,3,0.0,0.0
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,Prospective Undergraduates,-91.3,26.5,2,1,2,0.0,0.0
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,"Why major in physics at UCI? With a UCI degree in physics or applied physics, you can develop a deep knowledge about how the universe works and prepare yourself for graduate school or a career in fields as diverse as engineering, programming, or law. The analytical problem solving skills and focus on fundamental issues that are the core of our discipline are highly valued by employers and graduate programs. Salary surveys show thatPhysics bachelor’s degree holders have among the highest earnings of any major.",50.16,11.5,27,4,84,0.4391,0.07125000000000001
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,"We’re very proud of our Physics and Astronomy program. We offer Bachelor of Science degrees in Physics and Applied Physics. Within these degree programs there are many areas in which you can focus to get an edge for graduate school or develop skills for your future career. These include the Astrophysics, Business/Law, Engineering Physics, Biomedical Physics, Computational Physics, Philosophy of Physics, and Physics Education. Learn more about career and graduate school options for physics and applied physics majors on thecareer planning page.",54.83,9.7,26,5,82,0.5256,0.5
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,"The mission of a research university is to teach and disseminate knowledge, but also to create new knowledge at the frontiers of understanding.  There are many opportunities in the Department of Physics and Astronomy for you to participate in this exciting endeavor, and we strongly encourage you to get involved. Many of our undergraduates engage in research or independent study under the direction of a faculty member. A significant fraction of those publish their results in top scientific journals. You can browse our database of research projects available to our current undergraduates on theundergraduate research page.",35.07,13.1,30,5,96,0.9771,0.31446969696969695
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,"We hope you’ll decide to join us as a Physics major at UCI! We support our students in many ways including classes reserved for Physics majors only,free tutoring,the Society of Physics Students (SPS) club, and anHonors Programin Physics. As an incoming freshman, you may qualify to participate inUCI's Summer Science Academy for incoming first-year students. As a transfer student, you will receive one-on-onefaculty advisingand can sign up forprofessional academic mentoring. You can read more about our degree programs and courses in theUCI general catalogor see ourcourse planning pageto get an idea of the things you will get to learn as a physics or applied physics major. You can apply for admission to UCI through theUCI Admissions Officeand for financial aid through theUCI Office of Financial Aid and Scholarships.",49.86,11.6,38,6,128,0.7959,0.148828125
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,"If you have any questions, you are welcome to contact one of theSchool of Physical Sciences academic counselors.  After learning more about your specific interests, they can connect you with a Physics and Astronomy faculty member who can describe our programs in more detail.",49.15,11.9,13,2,44,0.6124,0.3
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,"Best regards,Manoj Kaplinghat, ChairDepartment of Physics and Astronomy",4.14,14.7,4,1,8,0.6369,1.0
https://www.physics.uci.edu/undergrad-program/prospective,UC Irvine,Physics,Prospective students,Y,2:45,© 2001-2017 The Regents of the University of California.,37.98,10.0,3,1,8,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,Jump to navigation,34.59,9.2,1,1,3,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,Search form,120.21,-3.1,0,1,2,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,You are here,119.19,-2.7,0,1,3,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,Mentoring & Advising,-49.0,20.6,2,1,2,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,Mentoring,-47.99,20.2,1,1,1,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,Advising & course planning help,50.5,7.2,2,1,4,0.4019,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,Students can get help year-round with course planning through thePhysical Sciences Student Affairs Office.Peer academic advisorsare available for one-on-one course planning sessions to help you map out your personalized course plan.,47.28,10.5,11,2,31,0.6597,0.2
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,"Physics & applied physics majors have an assigned faculty advisor. For incoming first-year and transfer students, advising in Fall is part of Physics 99. For students in their 2nd year and beyond, and for transfer students in their 2nd quarter and beyond, your faculty advisor is the advisor for your concentration. More information on the concentrations and the ""general track"" for physics & applied physics majors is available on the course planning page and through annual advising workshops. If you have a question, you can reach out via email to the advisor for the concentration you are considering or the advising committee chair (Prof. Tucker) for general questions.",53.51,10.2,21,6,106,0.0258,0.16666666666666666
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,"The department also requires each physics / applied physics major to complete annual advising each year. More information about annual advising is below. Also, make sure to carefully read all emails sent to you from your advisor and the Physics Undergraduate Student Affairs office. These emails contain important information about advising and registering for courses.",40.85,10.9,15,4,54,0.5574,0.24375
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,Career planning help,59.97,5.6,2,1,3,0.4019,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,"In addition to speaking with faculty advisors, we would like to encourage students to check out the National Society of Physics Students ""Careers Toolbox,"" which can be foundhere. This toolbox walks students through a myriad of job titles and how to search for jobs effectively, but also advises on preparing for interviews, crafting your resume and cover letters, gaining experience, networking, and how to best promote and represent your unique skill set. This SPS toolbox is a great starting point for undergraduates considering their careers after graduation!",33.58,15.8,29,3,87,0.9769,0.555
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,Annual advising for physics & applied physics majors,38.99,9.6,4,1,7,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,"In 2024, spring advising has three components. Unless you are graduating in Spring 2024, you are REQUIRED to do three things by the end of WEEK 9:",83.15,5.0,4,2,27,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,"Complete the advising RSVP form you should have received via email (Please do this now! If you make any changes after your workshop, you can complete the form again.)",90.6,4.2,4,2,29,0.0,0.1125
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,"Attend an advising workshop to check in on your progress and course plan for next year. Which workshop should you attend? See the flowchart below. You can also check out ourcourse planning webpage(and the video below) for information about each concentration, an overview of how to pick a concentration, course planning in the first and second year, and other frequently asked questions.",64.2,8.2,11,4,62,0.4215,0.045
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,Complete the post-advising verification form linked via your email (AFTER attending a workshop or meeting with your faculty advisor).,35.27,13.1,7,1,19,0.0,0.1
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,Schedule and locations of advising workshops for Spring 2024,53.88,8.0,4,1,9,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,"Getting started with course planning, research, and career choice for physics & applied physics",66.74,7.2,5,1,13,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,The video below gives the following:,73.85,4.5,0,1,6,0.0,0.0
https://www.physics.uci.edu/undergrad-program/mentoring-advising,UC Irvine,Physics,Advising,Y,2:45,© 2001-2017 The Regents of the University of California.,37.98,10.0,3,1,8,0.0,0.0
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,Jump to navigation,34.59,9.2,1,1,3,0.0,0.0
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,Search form,120.21,-3.1,0,1,2,0.0,0.0
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,Undergraduate,-217.19,43.8,1,1,1,0.0,0.0
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,You are here,119.19,-2.7,0,1,3,0.0,0.0
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,Undergraduate Research Opportunities,-134.62,32.8,3,1,3,0.3818,0.0
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,Students: Find a Research Project in Physics or Applied Physics,86.71,3.7,3,1,10,0.0,0.0
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,Faculty: Post a Research Project in Physics or Applied Physics,78.25,4.8,3,1,10,0.0,0.0
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"One of the most valuable educational experiences offered by the department is the opportunity to participate in research projects with faculty members. Projects can involve laboratory work, data analysis, or computational research in any of our faculty research areas. Virtually all qualified students who seek an undergraduate research project will find a suitable project, and some students carry out research with more than one research group during their time at UCI.",30.5,14.9,20,3,71,0.7346,0.45
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"Whether you are planning to attend graduate school or pursue a career in industry or any of the many other possibilities that will be available to you, taking advantage of research opportunities is an important part of your undergraduate experience as a physics major, and one of the most enjoyable and rewarding aspects of an undergraduate education. As a minimum, we encourage all of our majors to be involved in research during their senior year. We encourage students to start talking with faculty at the end of the sophomore year or during the beginning of the junior year to plan summer research projects and senior thesis research work. There are a variety of arrangements for research during the academic year and during the summer.",40.01,15.4,29,4,124,0.9575,0.30416666666666664
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"Students must be in good academic standing, major and cumulative GPA of 2.0 or higher. UCI students are given priority for conducting undergraduate research in the Department of Physics and Astronomy.",44.1,9.7,11,3,31,0.4404,0.253125
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,Finding UCI research projectsWe recommend three ways to find research projects at UCI:,66.74,7.2,4,1,13,0.3612,0.0
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"Finding a research project takes initiative.Think about what areas of physics you're most interested in, and what research techniques. Are you most interested in working with lab equipment and electronics, or analyzing data from large experiments or astronomical surveys, or carrying out computer modeling and simulations of physical systems? You can get ideas from browsing the resources above and talking to faculty, grad students, and other undergraduates already involved in research.",36.49,12.6,26,4,71,0.7172,0.19866071428571427
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"Do not be discouraged if your first inquiry is not successful! Research programs continually evolve, and at any given time faculty might not have projects available that are a good match to your skills or interests, but students who want to find research projects are very likely to find opportunities.",54.56,11.9,11,2,50,0.7339,0.17625
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"Research funding and summer research programsUCI has organized research programs for undergraduates that provide financial support as well as mentoring and guidance on applying to graduate school. Application deadlines for summer programs are generally in winter or spring quarter, and may require that you have already been working with a faculty member for one quarter. Programs include:",25.63,16.8,20,2,57,0.5859,0.02500000000000001
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"In addition, theUCI Undergraduate Research Opportunities Program (UROP)awards research grantsthat can be used to help fund student research projects, as well as other undergraduate research fellowships. They also host workshops and provide resources to help you write and apply for research grants through their program.",40.18,13.2,11,2,45,0.875,-0.125
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"Support for research over the summer at other universities is available throughNSF's REU program. Each university usually runs its own application process, and students apply to each university's program individually. Most of these programs have application deadlines during in early winter, so it's important start looking and applying early. Admission can be very competitive, so take the time to prepare a complete and well-written application to optimize your chances of being admitted. Your faculty advisor can help you with this process.",38.11,12.0,24,5,81,0.9165,0.20249999999999999
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"More information and listings of REU programs in physics and astronomy, or similar summer research programs, can be found on these sites:",49.15,11.9,6,1,22,0.0,0.25
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"Course credit for research and senior thesis projectsStudents who take Physics 196 or H196 for a year complete a Senior Thesis in Physics while satisfying their upper-division writing requirement. (This sequence also counts as two quarters of ""coherently related"" courses for the departmental degree requirement.) Alternatively, students can enroll in Physics 195. A senior thesis can be a stand-alone project initiated at the start of senior year, but it can also be the culmination of research started at an earlier stage, for example as a summer project that later expands into a senior thesis. We strongly recommend that students begin working on identifying possible Senior Thesis projects during the junior year. Students who are carrying out Senior Thesis research are eligible to present their findings at theUROP Symposium.",41.4,12.8,34,6,128,0.8519,0.12916666666666665
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,"Volunteering as an undergraduate researcherIn addition to Senior Thesis research, many students take part in research opportunities during summers, or during academic years prior to senior year. Starting early on research projects can be a great way to learn more about different areas of physics and gain experience in a variety of experimental or computational techniques.",26.14,16.6,19,2,56,0.8779,0.2222222222222222
https://www.physics.uci.edu/undergrad-program/research,UC Irvine,Physics,Undergraduate Research,Y,2:45,© 2001-2017 The Regents of the University of California.,37.98,10.0,3,1,8,0.0,0.0
